

0 0
30	539.447
60	1018.24
90	1427.15
120	1782.78
150	2097.52
180	2380.08
210	2636.49
240	2871.5
270	3088.64
300	3290.59
330	3479.47
360	3656.99
390	3824.54
420	3983.17
450	4133.78
480	4277.15
510	4413.94
540	4544.63
570	4669.6
600	4789.24
630	4904.2
660	5015.18
690	5122.81
720	5227.97
750	5331.79
780	5435.72
810	5541.32
840	5648.94
870	5758.97
900	5873.19
930	5992.44
960	6114.99
990	6238.98
1020	6364.47
1050	6493.92
1080	6631.44
1110	6778.82
1140	6935.81
1170	7102.18
1200	7278.34
1230	7465.24
1260	7663.34
1290	7872.94
1320	8093.35
1350	8317.76
1380	8535.99
1410	8735
1440	8908.81
1470	9056.14
1500	9183.55
1530	9297.78
1560	9403.2
1590	9502.14
1620	9596.04
1650	9685.35
1680	9770.05
1710	9850.32
1740	9926.72
1770	9999.56
1800	10069.2
1830	10135.8
1860	10199.8
1890	10261.4
1920	10320.7
1950	10377
1980	10428.4
2000	10459.3
2030	10502
2060	10543.4
2090	10584.9
2120	10626.3
2150	10667.3
2180	10708
2210	10748.1
2240	10787.6
2270	10825.8
2300	10862.6
2330	10897.8
2360	10931.7
2390	10964.6
2420	10996.8
2450	11028.6
2480	11060.1
2510	11091.4
2540	11122.6
2570	11153.7
2600	11184.7
2630	11215.6
2660	11246.3
2690	11276.9
2720	11307.4
2750	11337.7
2780	11367.9
2810	11397.9
2840	11427.9
2870	11457.9
2900	11487.8
2930	11517.6
2960	11547.3
2990	11576.9
3020	11606.4
3050	11635.6
3080	11664.7
3110	11693.6
3140	11722.3
3170	11750.7
3200	11778.9
3230	11806.8
3260	11834.4
3290	11861.7
3320	11888.7
3350	11915.4
3380	11941.9
3410	11968
3440	11993.9
3470	12019.5
3500	12044.7
3530	12069.6
3560	12094.3
3590	12118.6
3620	12142.6
3650	12166.3
3680	12189.7
3710	12212.8
3740	12235.7
3770	12258.3
3800	12280.6
3830	12302.6
3860	12324.3
3890	12345.6
3920	12366.7
3950	12387.5
3980	12408
4010	12428.2
4040	12448.2
4070	12468
4100	12487.5
4130	12506.8
4160	12525.9
4190	12544.8
4220	12563.4
4250	12581.7
4280	12599.8
4310	12617.6
4340	12635.2
4370	12652.5
4400	12669.6
4430	12686.5
4460	12703.1
4490	12719.6
4520	12735.9
4550	12752
4580	12767.9
4610	12783.5
4640	12799
4670	12814.2
4700	12829.2
4730	12844
4760	12858.6
4790	12873.1
4820	12887.3
4850	12901.4
4880	12915.3
4910	12929
4940	12942.5
4970	12955.8
5000	12969
5030	12969
