

30	154.355
60	154.479
90	154.535
120	154.572
150	154.606
180	154.634
210	154.681
240	154.72
270	154.779
300	154.842
330	154.908
360	154.98
390	155.048
420	155.122
450	155.204
480	155.305
510	155.42
540	155.541
570	155.663
600	155.798
630	157.011
660	157.154
690	157.304
720	157.476
750	157.671
780	157.887
810	158.103
840	158.345
870	158.613
900	158.895
930	159.23
960	159.542
990	159.896
1020	160.262
1050	160.588
1080	160.96
1110	161.389
1140	161.806
1170	162.266
1200	162.644
1230	163.005
1260	163.349
1290	163.599
1320	163.773
1350	163.917
1380	164.076
1410	164.281
1440	164.559
1470	164.886
1500	165.292
1530	165.749
1560	166.209
1590	166.61
1620	166.904
1650	167.098
1680	167.314
1710	167.589
1740	167.908
1770	168.229
1800	168.52
1830	168.766
1860	168.97
1890	169.153
1920	169.344
1950	169.501
1980	169.715
2000	169.979
2030	169.606
2060	169.685
2090	169.594
2120	169.695
2150	169.842
2180	169.784
2210	169.72
2240	169.701
2270	169.802
2300	169.906
2330	169.935
2360	169.842
2390	169.863
2420	170.124
2450	170.435
2480	170.617
2510	170.619
2540	170.57
2570	170.506
2600	170.463
2630	170.624
2660	170.761
2690	170.711
2720	171.051
2750	171.451
2780	171.28
2810	171.26
2840	171.701
2870	171.966
2900	172.166
2930	172.107
2960	172.14
2990	171.901
3020	171.758
3050	172.184
3080	172.679
3110	172.929
3140	172.92
3170	172.92
3200	172.696
3230	172.689
3260	172.594
3290	172.574
3320	172.708
3350	172.949
3380	173.352
3410	173.134
3440	172.895
3470	172.654
3500	172.566
3530	172.653
3560	173.344
3590	174.001
3620	174.204
3650	174.238
3680	174.1
3710	173.942
3740	173.613
3770	173.333
3800	173.126
3830	173.117
3860	173.396
3890	173.761
3920	173.639
3950	173.576
3980	173.421
4010	173.705
4040	174.161
4070	174.733
4100	174.872
4130	174.978
4160	174.782
4190	174.552
4220	174.158
4250	173.836
4280	173.979
4310	174.112
4340	174.267
4370	174.218
4400	174.105
4430	173.804
4460	173.91
4490	173.689
4520	173.611
4550	173.851
4580	174.081
4610	174.208
4640	174.207
4670	174.015
4700	173.988
4730	173.749
4760	173.792
4790	173.991
4820	174.277
4850	174.061
4880	173.812
4910	173.563
4940	173.349
4970	173.47
5000	173.585
5030	0
