

0 0
30	-70080
60	-70080
90	-70080
120	-70080
150	-70080
180	-70080
210	-70080
240	-70080
270	-70080
300	-70080
330	-70080
360	-70080
390	-70080
420	-70080
450	-70080
480	-70080
510	-70080
540	-70080
570	-70080
600	-70080
630	-70080
660	-70080
690	-70080
720	-70080
750	-70080
780	-70080
810	-70080
840	-70080
870	-70080
900	-70080
930	-70080
960	-70080
990	-70080
1020	-70080
1050	-70080
1080	-70080
1110	-70080
1140	-70080
1170	-70080
1200	-70080
1230	-70080
1260	-70080
1290	-70080
1320	-70080
1350	-70080
1380	-70080
1410	-70080
1440	-70080
1470	-70080
1500	-70080
1530	-70080
1560	-70080
1590	-70080
1620	-70080
1650	-70080
1680	-70080
1710	-70080
1740	-70080
1770	-70080
1800	-70080
1830	-70080
1860	-70080
1890	-70080
1920	-70080
1950	-70080
1980	-70080
2000	-70080
2030	-23360
2060	-23360
2090	-23360
2120	-23360
2150	-23360
2180	-23360
2210	-23360
2240	-23360
2270	-23360
2300	-23360
2330	-23360
2360	-23360
2390	-23360
2420	-23360
2450	-23360
2480	-23360
2510	-23360
2540	-23360
2570	-23360
2600	-23360
2630	-23360
2660	-23360
2690	-23360
2720	-23360
2750	-23360
2780	-23360
2810	-23360
2840	-23360
2870	-23360
2900	-23360
2930	-23360
2960	-23360
2990	-23360
3020	-23360
3050	-23360
3080	-23360
3110	-23360
3140	-23360
3170	-23360
3200	-23360
3230	-23360
3260	-23360
3290	-23360
3320	-23360
3350	-23360
3380	-23360
3410	-23360
3440	-23360
3470	-23360
3500	-23360
3530	-23360
3560	-23360
3590	-23360
3620	-23360
3650	-23360
3680	-23360
3710	-23360
3740	-23360
3770	-23360
3800	-23360
3830	-23360
3860	-23360
3890	-23360
3920	-23360
3950	-23360
3980	-23360
4010	-23360
4040	-23360
4070	-23360
4100	-23360
4130	-23360
4160	-23360
4190	-23360
4220	-23360
4250	-23360
4280	-23360
4310	-23360
4340	-23360
4370	-23360
4400	-23360
4430	-23360
4460	-23360
4490	-23360
4520	-23360
4550	-23360
4580	-23360
4610	-23360
4640	-23360
4670	-23360
4700	-23360
4730	-23360
4760	-23360
4790	-23360
4820	-23360
4850	-23360
4880	-23360
4910	-23360
4940	-23360
4970	-23360
5000	-23360
5030	0
