

0 0
30	-58400
60	-58400
90	-58400
120	-58400
150	-58400
180	-58400
210	-58400
240	-58400
270	-58400
300	-58400
330	-58400
360	-58400
390	-58400
420	-58400
450	-58400
480	-58400
510	-58400
540	-58400
570	-58400
600	-58400
630	-58400
660	-58400
690	-58400
720	-58400
750	-58400
780	-58400
810	-58400
840	-58400
870	-58400
900	-58400
930	-58400
960	-58400
990	-58400
1020	-58400
